Link,Score,Prediction
Opinion | What Afghanistan Can Teach Us About Fighting Coronavirus,0.9941860437393188,Most likely human-generated
Opinion | Fauci Is Not the Villain,0.9878787994384766,Most likely human-generated
Opinion | Why Trump Is Peddling Extra-Strength Conspiracy Theories,1.0274724960327148,Most likely human-generated
Opinion | How Not to Listen to Donald Trump,0.9824561476707458,Most likely human-generated
Opinion | What Liberals Don't Get About Trump Supporters and Pop Culture,0.9942528605461121,Most likely human-generated
Opinion | What Liberals Don't Get About Trump Supporters and Pop Culture,0.9942528605461121,Most likely human-generated
Opinion | Trump's Daily Dose of Distraction,1.0174418687820435,Most likely human-generated
Opinion | Give Trump All the Rallies He Wants,1.010928988456726,Most likely human-generated
Opinion | It's OK to Acknowledge Good Covid-19 News,0.9482758641242981,Most likely human-generated
Opinion | The Truth at the Center of Trump's Hollow Threats,1.01714289188385,Most likely human-generated
Opinion | The Return of the Tea Party,0.9684210419654846,Most likely human-generated
Opinion | How Israel and the Arab World Are Making Peace Without a Peace Deal,1.0,Most likely human-generated
Opinion | The Truth at the Center of Trump's Hollow Threats,1.0113636255264282,Most likely human-generated
"Opinion | In Europe, We Also Can't Breathe",0.9212121367454529,Most likely human-generated
"Opinion | No, This Isn't as Bad as 1968 (So Far)",1.0056496858596802,Most likely human-generated
Opinion | Of Course Destruction of Property Is Violence,0.9197530746459961,Most likely human-generated
Opinion | Tom Cotton Did Us a Favor by Exposing a Bad Law with a Bad Op-Ed,1.0265957117080688,Most likely human-generated
Opinion | Tom Cotton Did Us a Favor by Exposing a Bad Law with a Bad Op-Ed,1.0265957117080688,Most likely human-generated
"Opinion | If This Is Like 1968, Then Trump Is in Big Trouble",0.970059871673584,Most likely human-generated
Opinion | How Trump Could Use Political Chaos to Upset the Election,0.9938271641731262,Most likely human-generated
"Opinion | No, Rev. Sharpton, We Don't Need a March on Washington",0.96875,Most likely human-generated
Opinion | A Presidency Is a Terrible Thing to Waste,0.988304078578949,Most likely human-generated
Opinion | The Simple Way Congress Can Stop Federal Officials from Abusing Protesters,1.0263158082962036,Most likely human-generated
Opinion | It's Time to Judge Cops by Their Actions,0.956204354763031,Most likely human-generated
Opinion | Dear Progressives: Want to Move Biden to the Left? Follow This Playbook.,1.0342856645584106,Most likely human-generated
Opinion | Let's End Our National Nightmare. Vote Now!,1.0447760820388794,Most likely human-generated
Opinion | Conservatives Should Feel No Investment in Confederate Monuments,0.9813664555549622,Most likely human-generated
Opinion | It's Time to Make the FDA Independent,1.0320513248443604,Most likely human-generated
Opinion | Let's End Our National Nightmare. Vote Now!,1.0447760820388794,Most likely human-generated
Opinion | The Coming 2020 Train Wreck,1.0068964958190918,Most likely human-generated
Opinion | Let's Get America Out of the Propaganda Racket,0.9575757384300232,Most likely human-generated
Opinion | Let's Get America Out of the Propaganda Racket,0.9578313231468201,Most likely human-generated
"Opinion | How Planes, Trains and Automobiles Worsened America 's Racial Divide",1.058823585510254,Most likely human-generated
Opinion | Why Trump Thinks Statue-Toppling Activists Will Save Him in Wisconsin,0.9707602262496948,Most likely human-generated
Opinion | How the Facebook Boycott Could Just Make Facebook Stronger,1.034883737564087,Most likely human-generated
"Opinion | No, Trump Isn't Going to Drop Out",0.9835164546966553,Most likely human-generated
Opinion | Mark Zuckerberg Is Right,0.9836065769195557,Most likely human-generated
"Opinion | If You Want to Save the Economy, Stop the Pandemic",1.0481927394866943,Most likely human-generated
Opinion | Defund the Pentagon: The Liberal Case,0.9850746393203735,Most likely human-generated
Opinion | How Larry Hogan Kept Blacks in Baltimore Segregated and Poor,0.9588235020637512,Most likely human-generated
Opinion | Replace the Alexander Hamilton Stephens Statue With One of John Lewis,0.9733333587646484,Most likely human-generated
Opinion | In Defense of Liz Cheney,0.9508196711540222,Most likely human-generated
Opinion | That '88 and 2' Endorsement Record Trump Brags About? Try 6-6.,1.0181818008422852,Most likely human-generated
Opinion | How Portland Could Undermine Trump's Urban Crackdown,1.0365853309631348,Most likely human-generated
Opinion | The Media's Biggest Favor to Biden Was to Ignore Him,1.0324324369430542,Most likely human-generated
Opinion | Let States Band Together to Expand Testing,1.0224719047546387,Most likely human-generated
"Opinion | Barr Makes It Official-He's Trump's New ""Fixer""",0.9712643623352051,Most likely human-generated
"Opinion | Barr Makes It Official-He's Trump's New ""Fixer""",0.9712643623352051,Most likely human-generated
Opinion | It's Time to Rethink Our Russia Policy,1.0164835453033447,Most likely human-generated
Opinion | The NRA Might Be Weakened. Gun Rights Voters Are Not.,0.9829545617103577,Most likely human-generated
Opinion | Have Female Reporters Got Trump on the Run?,1.0327868461608887,Most likely human-generated
"Opinion | No, Now Is Not the Time for Another Russia Reset",0.9367088675498962,Most likely human-generated
Opinion | The QAnon Rot in the GOP,1.0282485485076904,Most likely human-generated
Opinion | The Media's Sudden Crush on Kamala Harris,1.005555510520935,Most likely human-generated
Opinion | The QAnon Rot in the GOP,1.0282485485076904,Most likely human-generated
Opinion | Want to Cure NRA Corruption? Let a Gun-Loving Democrat Run It.,1.0487804412841797,Most likely human-generated
Opinion | What Kamala Harris' Nomination Means for Black Immigrants,1.0,Most likely human-generated
Opinion | 5 Myths About the Postal Crisis,1.0625,Most likely human-generated
Opinion | What Washington Can Do for Belarus,0.9452054500579834,Most likely human-generated
Opinion | What the CDC's Guidelines for Polling Places Are Missing,0.9754601120948792,Most likely human-generated
Opinion | Donald Trump Isn't Richard Nixon. He's Jimmy Carter.,0.9817073345184326,Most likely human-generated
Opinion | The Trump GOP Isn't as Different as You Think,1.0229885578155518,Most likely human-generated
Opinion | Trump Isn't Playing Nice Guy-He's Playing Tsar,0.9558823704719543,Most likely human-generated
Opinion | Take It From Eastern Europe: Now Is Not the Time to Go Soft on Russia,0.9192546606063843,Most likely human-generated
Opinion | Democrats Should Curb Their Enthusiasm for Mail-in Voting,1.0472972393035889,Most likely human-generated
Opinion | The Middle East Just Doesn't Matter as Much Any Longer,1.0481927394866943,Most likely human-generated
Opinion | Democrats Should Curb Their Enthusiasm for Mail-in Voting,1.0405405759811401,Most likely human-generated
Opinion | The Post Office's Secret Weapon to Keep Mail-In Ballots Secure,0.9437500238418579,Most likely human-generated
Opinion | Trump's 'Play It Down' Debacle,1.0060606002807617,Most likely human-generated
Opinion | Robert Kennedy's Lesson on Political Violence That Joe Biden Needs to Learn,0.9647058844566345,Most likely human-generated
Opinion | Trump's 'Play It Down' Debacle,0.9939758777618408,Most likely human-generated
Opinion | How to Know if the Election Is Actually 'Rigged',0.9590643048286438,Most likely human-generated
Opinion | How Trump's Middle East Plan Could Boost the Region,0.9411764740943909,Most likely human-generated
Opinion | Trump's TikTok Policy Is Just a New Kind of 'Security Theater',1.0,Most likely human-generated
Opinion | How Jared Kushner Proved His Critics Wrong,0.9631901979446411,Most likely human-generated
Opinion | Trump's War on The New York Times Hits the Classroom,0.9263803958892822,Most likely human-generated
Opinion | The Surprising Conservatism of Ruth Bader Ginsburg,1.057692289352417,Most likely human-generated
"Opinion | No, the Democrats Won't Pack the Court",1.0,Most likely human-generated
Opinion | Black Women Reach Record Numbers in Down-Ballot Races,0.9846153855323792,Most likely human-generated
Opinion | Why Amy Coney Barrett's Religious Beliefs Aren't Off Limits,0.9733333587646484,Most likely human-generated
Opinion | Time for Democrats to Call Trump's Bluff,1.0125000476837158,Most likely human-generated
Opinion | We Already Have One Important Tool to Check the President. We Have to Fix It.,1.0,Most likely human-generated
Opinion | Why We Still Need to Rethink Russia Policy: A Rebuttal,0.9821428656578064,Most likely human-generated
Opinion | 2020 is the Year Trump Was Worried About,0.9487179517745972,Most likely human-generated
Opinion | Amy Coney Barrett: A New Feminist Icon,1.0462428331375122,Most likely human-generated
Opinion | Amy Coney Barrett: A New Feminist Icon,1.0462428331375122,Most likely human-generated
Opinion | Why Pundits Love to Speculate About the Crowd,1.0101523399353027,Most likely human-generated
Opinion | Americans Increasingly Believe Violence is Justified if the Other Side Wins,0.9419354796409607,Most likely human-generated
Opinion | Why Aren't Any Evangelicals on the Supreme Court?,0.9545454382896423,Most likely human-generated
Opinion | 6 Reasons Not to Panic About the Election,1.0,Most likely human-generated
Opinion | A Sick Donald Trump Takes His Own Medicine. How Will That Go?,0.9585798978805542,Most likely human-generated
Opinion | Don't Count on Congress to Oust an Unfit President,0.994535505771637,Most likely human-generated
Opinion | How SCOTUS Nominations Became All-Out War,1.0529412031173706,Most likely human-generated
Opinion | Confirmation Hearings Shouldn't Be So Worthless,0.9942857027053833,Most likely human-generated
Opinion | Facebook and Twitter Have Bitten Off Too Much,1.0335195064544678,Most likely human-generated
Opinion | Dueling Town Halls Revealed There's No Substitute for Tough Questions,0.9513513445854187,Most likely human-generated
Opinion | Facebook and Twitter Have Bitten Off Too Much,1.0335195064544678,Most likely human-generated
Opinion | What Joe Biden Could Learn From the Baby-Faced Assassin,0.9842932224273682,Most likely human-generated
Opinion | Why We Can't Be Friends with Our Allies,1.0125000476837158,Most likely human-generated
Opinion | Biden's Slippery Tactic to Snuff the Court-Packing Debate,1.0187499523162842,Most likely human-generated
Opinion | Why Brett Kavanaugh Is Right About Wisconsin 's Ballot Deadline,0.9937888383865356,Most likely human-generated
Opinion | The Anonymous Unmasking Reveals a Secret About Washington Dirt,1.022099494934082,Most likely human-generated
Opinion | Is President Donald Trump a Flight Risk?,0.945652186870575,Most likely human-generated
Opinion | 5 Steps for the Next President to Head Off a Nuclear Catastrophe,0.9325153231620789,Most likely human-generated
Opinion | Trump Can't Fight the Laws of Presidential Eclipse,1.0108108520507812,Most likely human-generated
Opinion | Cable News Needs to Take Election Day Off,1.0199999809265137,Most likely human-generated
Opinion | Are Trumpworld and Fox News Headed for a Messy Divorce?,0.9585492014884949,Most likely human-generated
Opinion | How Biden Could Wind Down the Imperial Presidency,0.9817073345184326,Most likely human-generated
Opinion | The Completely Insane Electoral College Strategy,1.0064516067504883,Most likely human-generated
Opinion | The Completely Insane Electoral College Strategy,0.9870967864990234,Most likely human-generated
Opinion | The Absorbing Hollywood Trick Trump Uses to Hook America,0.9743589758872986,Most likely human-generated
Opinion | The Absorbing Hollywood Trick Trump Uses to Hook America,0.9743589758872986,Most likely human-generated
Opinion | The Case for Political Exile for Donald Trump,0.9333333373069763,Most likely human-generated
"Opinion | Count Every Legal Vote - Then Certify Them, Too",1.0113636255264282,Most likely human-generated
Opinion | Biden Must Craft a Foreign Policy for a World the U.S. Doesn't Rule,0.977011501789093,Most likely human-generated
Opinion | How Joe Biden Can Use the Political Power of Obamacare to Expand It,0.9624999761581421,Most likely human-generated
Opinion | Why Michigan 's Top Legislators Should Cancel that Meeting with Trump,1.0062111616134644,Most likely human-generated
Opinion | Why Michigan 's Top Legislators Should Cancel that Meeting with Trump,0.9937888383865356,Most likely human-generated
Opinion | A Blueprint for Racial Healing in the Biden Era,1.0222222805023193,Most likely human-generated
"Opinion | The Supreme Court's ""Breathtakingly Radical"" New Approach to Election Law",0.9811320900917053,Most likely human-generated
Opinion | Did American Democracy Really Hold? Maybe Not.,0.9886363744735718,Most likely human-generated
Opinion | It Wasn't Ideology That Sank House Democrats. It Was Bad Strategy.,1.0,Most likely human-generated
Opinion | Fox Doesn't Need to Fear Trump's Wrath,0.9655172228813171,Most likely human-generated
Opinion | Why Democrats Keep Losing Rural Counties Like Mine,1.0,Most likely human-generated
Opinion | The Conspiracy Theory That Could Hand Joe Biden the Senate,0.9615384340286255,Most likely human-generated
Opinion | The Case for Not Panicking About Trump's Pardons,0.9714285731315613,Most likely human-generated
Opinion | The Biden Honeymoon Won't Last,1.0213903188705444,Most likely human-generated
Opinion | An Easy Way to Take Pressure Off the Immigration System,0.9743589758872986,Most likely human-generated
Opinion | Biden Needs to Go Big on the Climate,1.0116958618164062,Most likely human-generated
Opinion | Who's Afraid of the 800-pound Gorilla?,0.9695122241973877,Most likely human-generated
Opinion | There's a Way to Halt Trump's Baseless Election Fraud Cases,1.0352941751480103,Most likely human-generated
Opinion | What the Science of Addiction Tells Us About Trump,0.949999988079071,Most likely human-generated
"Opinion | Mr. President, Don't Pardon Edward Snowden",1.0060241222381592,Most likely human-generated
Opinion | How Secession Became America 's Favorite Idle Threat,1.005494475364685,Most likely human-generated
Opinion | We Can Take Advantage of the Russian Hack. Here's How.,0.9944444298744202,Most likely human-generated
