Link,Score,Prediction
Opinion | Tucker Carlson Goes It Alone on Putin,1.0319149494171143,Most likely human-generated
Opinion | Why the GOP Hawks Would Never Break With Trump,0.9352940917015076,Most likely human-generated
Opinion | The Isolationists Are Wrong: The Pax Americana Is Worth Defending,0.9520958065986633,Most likely human-generated
Opinion | Democrats Are Losing the Culture War. A Messaging Shift Won't Save Them.,1.0055866241455078,Most likely human-generated
Opinion | This Black Woman Could Have Served on the Supreme Court Decades Ago. She Has Some Lessons for Ketanji Brown Jackson.,0.9740259647369385,Most likely human-generated
Opinion | This Will Not Be a Cold War,0.9273743033409119,Most likely human-generated
Opinion | Why the West's China Challenge Just Got a Lot Harder,0.9617486596107483,Most likely human-generated
Opinion | Why the U.S. Needs to Act Fast to Prevent Russia from Weaponizing Food Supply Chains,0.9883720874786377,Most likely human-generated
Opinion | Why Democracy's in Such Trouble: A Crisis in Public Trust of Government,1.00632905960083,Most likely human-generated
Opinion | Don't Pour Your Russian Vodka Down the Drain,0.9842105507850647,Most likely human-generated
Opinion | A Tale of Two Speeches in Biden's State of the Union,1.0,Most likely human-generated
Opinion | Putin's 'Denazification' Claim Shows He Has No Case Against Ukraine,0.9553072452545166,Most likely human-generated
Opinion | How Merrick Garland May Have Laid a Trap for Biden,1.032679796218872,Most likely human-generated
"Opinion | A Basic Income for Ukrainians, Paid for with Frozen Russian Assets",0.9876543283462524,Most likely human-generated
Opinion | Why Didn't Putin Invade Under Trump? It Wasn't Personal.,0.9940119981765747,Most likely human-generated
Opinion | One Reason Russia Is Struggling in Ukraine,0.9192546606063843,Most likely human-generated
Opinion | The Budget Biden Ignored This Week,1.0,Most likely human-generated
"Opinion | Yes, Russia Might Invade a NATO Country. Here's How the Alliance Should Prepare.",0.9220778942108154,Most likely human-generated
Opinion | On the Stupidity of Lindsey Graham's Putin Death Sentence,1.041176438331604,Most likely human-generated
Opinion | How Zelenskyy's Acting Career Showed Hints of His Powerful Underdog Leadership,0.9661017060279846,Most likely human-generated
"Opinion | After Putin's Invasion, My Country Has Shown Its True Colors",0.988304078578949,Most likely human-generated
Opinion | The One Crucial Thing Congress Is Missing With Its Postal Reform,1.0177514553070068,Most likely human-generated
Opinion | Russia Has Declared War on the West. Here's How to Win.,0.9710982441902161,Most likely human-generated
Opinion | The West Has Declared Financial War on Russia . Is It Prepared for the Consequences?,1.017241358757019,Most likely human-generated
Opinion | Foreign Fighters Are Heading to Ukraine . That's A Moment for Worry,1.0122699737548828,Most likely human-generated
Opinion | The Market Is Not Enough,0.9886363744735718,Most likely human-generated
Opinion | Why Putin Can't Win the Propaganda War at Home,1.0053476095199585,Most likely human-generated
Opinion | How Ukraine Won The #LikeWar,0.9784946441650391,Most likely human-generated
Opinion | Polls Show the Public Is Willing to Sacrifice for Ukraine . History Suggests Biden Shouldn't Count On It.,0.9822485446929932,Most likely human-generated
Opinion | Assassinating Putin Won't Work. It Never Has for America .,1.017543911933899,Most likely human-generated
Opinion | Why Putin's Restaurant of Lies Isn't Finding Many Customers in America,0.9951691031455994,Most likely human-generated
"Opinion | To Beat Putin, Europe Needs America 's Clean Energy",0.9636363387107849,Most likely human-generated
Opinion | The Chinese Threat No One Is Talking About - And How to Counter It,0.9865771532058716,Most likely human-generated
Opinion | Why Putin's Restaurant of Lies Isn't Finding Many Customers in America,0.9951691031455994,Most likely human-generated
Opinion | Why Journalists Love War,1.0,Most likely human-generated
Opinion | A No-Fly Zone Is a Calamitously Bad Idea,1.0304877758026123,Most likely human-generated
Opinion | Russian Hearts and Minds Matter. Here's How to Reach Them.,1.0058139562606812,Most likely human-generated
Opinion | Putin's Strange New Messaging on Russian TV,0.956250011920929,Most likely human-generated
Opinion | The U.S. Should Encourage Russians to Defect,1.018633484840393,Most likely human-generated
"Opinion | When It Comes to Inflation, Our Focus Should Be On the Cost of Housing",0.9930555820465088,Most likely human-generated
Opinion | The Real Goal of Kremlin Disinformation Isn't What You Think,1.0502793788909912,Most likely human-generated
Opinion | The Jackson Hearings Were an Opportunity for the GOP. They Didn't Take It.,1.029585838317871,Most likely human-generated
Opinion | The Crisis in Ukraine Offers a Chance to Clean Up Dirty Money,0.9477124214172363,Most likely human-generated
"Opinion | For Ted Cruz and Company, the Jackson Hearing Was 'Mission Accomplished'",0.9944444298744202,Most likely human-generated
Opinion | Why Historians Should Be Grateful Ginni Thomas Texts Like a Teenager,1.0693641901016235,Most likely human-generated
Opinion | Our Secret Weapon Against Putin Isn't So Secret,0.9750000238418579,Most likely human-generated
Opinion | U.S. Law Holds a Tool to Counter Putin's Propaganda. But Officials Aren't Using It.,1.0058823823928833,Most likely human-generated
Opinion | Rebuilding Ukraine Will Be Costly. Here's How to Make Putin Pay.,0.9863013625144958,Most likely human-generated
Opinion | How to Impeach a Supreme Court Justice,1.080536961555481,Most likely human-generated
Opinion | The Other Way Trump Could Steal the White House in 2024,0.942307710647583,Most likely human-generated
Opinion | What Both Sides Get Wrong About Title 42,0.9473684430122375,Most likely human-generated
Opinion | Why Nobody Believed Madison Cawthorn - and Nobody Would Have Cared if It Was True,0.9891892075538635,Most likely human-generated
Opinion | What Mick Mulvaney Has in Common with Tim Russert and Chris Matthews,1.048128366470337,Most likely human-generated
Opinion | Addressing Structural Racism in Public Health is Overdue. Here's How to Do It.,1.0059880018234253,Most likely human-generated
"Opinion | War Crimes Charges Could Help Putin, Not Hurt Him",0.9743589758872986,Most likely human-generated
Opinion | Why Elon Musk Is Buying into Twitter,1.05325448513031,Most likely human-generated
"Opinion | No, Jen Psaki's Move to MSNBC Won't Taint NBC News",0.9946523904800415,Most likely human-generated
Opinion | Why the ' America First' Politicians Aren't Convincing Most Republicans,1.023391842842102,Most likely human-generated
Opinion | History Shows the Democrats' Midterm Doom Isn't Preordained,0.9932885766029358,Most likely human-generated
Opinion | Macron Just Can't Quit Putin. But His Opponents Are Worse.,0.9886363744735718,Most likely human-generated
Opinion | Trump Appointees Are Undermining Jan. 6 Prosecutions - And Our Justice System,0.9527027010917664,Most likely human-generated
Opinion | Macron Just Can't Quit Putin. But His Opponents Are Worse.,0.9886363744735718,Most likely human-generated
Opinion | How Moneyball and Stadium Politics Killed Opening Day,0.9826589822769165,Most likely human-generated
Opinion | How Russia 's Invasion Upended the French Presidential Election,0.9653179049491882,Most likely human-generated
"Opinion | To Overcome the Republicans' Culture War, Democrats Need to Punch Up, Not Down",0.949999988079071,Most likely human-generated
Opinion | It's Time to Fix FDA by Breaking It Up,0.9647058844566345,Most likely human-generated
Opinion | The Jan. 6 Committee Can Make a Difference: Simply by Revealing What It's Found,0.9470198750495911,Most likely human-generated
Opinion | Why Regime Change in Russia Might Not Be a Good Idea,0.9411764740943909,Most likely human-generated
Opinion | Russia is Not Committing Genocide in Ukraine,0.9937888383865356,Most likely human-generated
Opinion | How Orwell Diagnosed Democrats' Culture War Problem Decades Ago,0.9613259434700012,Most likely human-generated
Opinion | The New York Times Has a New King. It Won't Change Much.,0.9776536226272583,Most likely human-generated
Opinion | The DOJ Failed on Pandemic Fraud,0.9583333134651184,Most likely human-generated
Opinion | Why Ron DeSantis Is Going After Disney,0.9946523904800415,Most likely human-generated
Opinion | The Cost of Not Indicting Trump Now Is a Presidency Without Guardrails,0.9642857313156128,Most likely human-generated
Opinion | How Game Theory Explains Why We Have to Sanction Putin - Even If It's Costly,1.0275862216949463,Most likely human-generated
Opinion | Kevin McCarthy Will Live to Lie Again,1.0591715574264526,Most likely human-generated
Opinion | The Rigidity of Russian Oil Holds the Key to Smart Sanctions,0.9883720874786377,Most likely human-generated
Opinion | NATO's Credibility Is on the Line with its Cyber Defense Pledge. That's a Bad Idea.,0.9607843160629272,Most likely human-generated
Opinion | The Undemocratic Assault on Marjorie Taylor Greene,0.9874213933944702,Most likely human-generated
Opinion | The New Abortion Restriction No One is Talking About,1.0625,Most likely human-generated
Opinion | Alito 's Case for Overturning Roe is Weak for a Reason,1.0057142972946167,Most likely human-generated
"Opinion | You Can Cry If You Want To, But It's Not Our Third Party",0.9485714435577393,Most likely human-generated
Opinion | Abortion Might Not Be the Wedge Issue It Used to Be,1.018633484840393,Most likely human-generated
Opinion | Is Russia Better Off Without Putin? The Answer is Changing.,0.9520958065986633,Most likely human-generated
Opinion | The White House Treats the Public Like Morons. Again.,0.9828571677207947,Most likely human-generated
Opinion | There Are Certain Things the Supreme Court Can't Settle,1.0444444417953491,Most likely human-generated
Opinion | Four Collisions to Expect if Roe Is Repealed,1.0068492889404297,Most likely human-generated
Opinion | Why Biden is in Danger of Replicating Woodrow Wilson's Propaganda Machine,1.012195110321045,Most likely human-generated
Opinion | The Wall Street Journal Is Wrong About Pell Grants,1.0182926654815674,Most likely human-generated
Opinion | How to Reinvigorate NATO and Deter Putin's Aggression,0.977011501789093,Most likely human-generated
Opinion | The Ugly Backlash to Brown v. Board of Ed That No One Talks About,1.0382165908813477,Most likely human-generated
Opinion | Why Even America -First Conservatives Should Back Aid to Ukraine,0.9364162087440491,Most likely human-generated
Opinion | The States Will Soon Be at Each Other's Throats Over Abortion,0.9750000238418579,Most likely human-generated
Opinion | How the Buffalo Massacre Proves There's No 'Great Replacement',0.9940828680992126,Most likely human-generated
Opinion | The U.S. Can't Force the Rest of the World to Support Ukraine . Here's Why.,0.9617834687232971,Most likely human-generated
"Opinion | No, This Isn't the Moment to Push for Gun Control. But It Can Be Done.",0.9520547986030579,Most likely human-generated
Opinion | Why Trump's Fantasies Couldn't Doom Kemp and Raffensperger,1.0177514553070068,Most likely human-generated
Opinion | Why Texans Can't Get the Gun Laws They Really Want,0.9785714149475098,Most likely human-generated
Opinion | I'm Black. I Thought White Feminism Would Keep Abortion Safe.,1.0115606784820557,Most likely human-generated
Opinion | Biden's About to Make a Big Mistake on Student Loans,0.9615384340286255,Most likely human-generated
Opinion | A Surprisingly Simple Way to Make Sure Good Gun Laws Get Passed,1.0182926654815674,Most likely human-generated
Opinion | What Alito Should Have Written,1.0115606784820557,Most likely human-generated
Opinion | 'Let Biden Be Biden' Isn't the Solution - It's the Problem,0.9830508232116699,Most likely human-generated
Opinion | The Democrats' Only Real Presidential Choices,1.0129032135009766,Most likely human-generated
Opinion | 7 Big Questions for the Jan. 6 Committee,1.0062893629074097,Most likely human-generated
Opinion | There's a Reason the Watergate Hearings Were Explosive - and the Jan. 6 Hearings Won't Be,0.959770143032074,Most likely human-generated
Opinion | Biden's Saudi Arabia Opportunity,0.9817073345184326,Most likely human-generated
Opinion | Trump's Jan. 6 Obsession Is an Anchor for Republicans,0.9729729890823364,Most likely human-generated
Opinion | Negotiating to End the Ukraine War Isn't Appeasement,0.9605262875556946,Most likely human-generated
Opinion | Why Is the Justice Department Fighting With the Jan. 6 Committee?,0.8999999761581421,Most likely human-generated
Opinion | The Tragedy of Mike Pence,1.0643274784088135,Most likely human-generated
Opinion | John Eastman's Criminal Exposure Is Real,0.9683544039726257,Most likely human-generated
Opinion | Trump's Legal Advisers Could Be the First Major Jan. 6 Defendants,0.9748427867889404,Most likely human-generated
Opinion | What Happens if the GOP Tries to Leave Trump Behind,1.0292397737503052,Most likely human-generated
Opinion | The Future of the West Is in Question,0.9695122241973877,Most likely human-generated
Opinion | The Supreme Court is Retrenching. States Don't Have To.,0.893750011920929,Most likely human-generated
Opinion | What Cassidy Hutchinson Said that Could Prove Trump's Criminal Undoing,0.9642857313156128,Most likely human-generated
Opinion | How Democrats Can Win on a Culture-War Issue,1.0235294103622437,Most likely human-generated
Opinion | A Bold Plan to Preserve Access to Abortion,0.9624999761581421,Most likely human-generated
Opinion | The Effing President Gets His Comeuppance,1.0285714864730835,Most likely human-generated
Opinion | A Grand Compromise on Abortion,0.9638554453849792,Most likely human-generated
Opinion | Why Are Democrats Letting Republicans Steamroll Them?,1.0,Most likely human-generated
Opinion | How the Founders Intended to Check the Supreme Court's Power,0.9599999785423279,Most likely human-generated
Opinion | The Rudy Giuliani Joke Isn't Funny Anymore,1.028735637664795,Most likely human-generated
Opinion | Bombshell Jan. 6 Testimony Could Hurt a Justice Department Prosecution,0.981249988079071,Most likely human-generated
Opinion | Boris Johnson's Grip on Power Was Always Weaker than Trump's,0.9824561476707458,Most likely human-generated
Opinion | Liberals Should Welcome Ron DeSantis' Rise,1.0467835664749146,Most likely human-generated
Opinion | Take the Deal: Brittney Griner in Exchange for the 'Merchant of Death',1.0177514553070068,Most likely human-generated
"Opinion | If Tucker Runs in 2024, Here's Who the Democrats Need",1.0,Most likely human-generated
Opinion | Why Hard-Liners Are Gaining Steam in Latin America,1.0057803392410278,Most likely human-generated
"Opinion | I Am a Man With a Genetic Condition. The Abortion Fight Is About Me, Too.",0.9363057613372803,Most likely human-generated
"Opinion | Newsom, Harris, Buttigieg and the Democrats Definitely Not Challenging Joe Biden",1.0174418687820435,Most likely human-generated
Opinion | Polls Show Americans Don't Care that Much about Dobbs - and Won't Base Their Vote on it,0.9878048896789551,Most likely human-generated
Opinion | A New Shape for US - Saudi Relations,0.9871794581413269,Most likely human-generated
Opinion | How Kevin McCarthy Misplayed His Hand on the Jan. 6 Hearings,0.939393937587738,Most likely human-generated
Opinion | How Announcing His 2024 Campaign Could Be Trump's Best Legal Defense,0.987500011920929,Most likely human-generated
Opinion | The Supreme Court Reform that Could Actually Win Bipartisan Support,0.9726027250289917,Most likely human-generated
Opinion | You Trust the Media More Than You Say You Do,0.9575757384300232,Most likely human-generated
Opinion | It's Time for Democrats to Play Hardball to Thwart Mitch McConnell,1.0392156839370728,Most likely human-generated
Opinion | The Supreme Court is Now Operating Outside of American Public Opinion,0.9797297120094299,Most likely human-generated
"Opinion | Get Well, Mr. President! And Don't Lie About Your Health.",0.9830508232116699,Most likely human-generated
Opinion | Declaring a Climate Emergency Is a Step Toward Constitutional Breakdown,0.9712643623352051,Most likely human-generated
Opinion | Both Parties Are Getting It Wrong on Parental Leave,0.9805194735527039,Most likely human-generated
Opinion | The Supreme Court Decisions on Guns and Abortion Relied Heavily on History. But Whose History?,0.9751552939414978,Most likely human-generated
Opinion | The Supreme Court Has Too Much Power and Liberals Are to Blame,0.9607843160629272,Most likely human-generated
Opinion | It's Time to End My Grandfather's Harmful Legacy - the Helms Amendment,1.0069444179534912,Most likely human-generated
Opinion | More Republican Women Than You Think Have Had Abortions. Here's How I Know.,0.9651162624359131,Most likely human-generated
"Opinion | Even in Success, Why Biden's Victory Lap Will be Short",1.0,Most likely human-generated
Opinion | The Patronage System Was Corrupt. It's Threatening a Comeback.,1.0062111616134644,Most likely human-generated
"Opinion | Even in Success, Why Biden's Victory Lap Will be Short",0.9938271641731262,Most likely human-generated
Opinion | Not the Real News and Not All That Funny Either,1.0209424495697021,Most likely human-generated
"Opinion | With Trump, It's 2015 All Over Again",0.9821428656578064,Most likely human-generated
Opinion | Let the People Decide on Abortion,0.9870129823684692,Most likely human-generated
Opinion | So You Want to Run Against Trump?,1.0053476095199585,Most likely human-generated
Opinion | Alex Jones and the Lie Economy,0.9850000143051147,Most likely human-generated
Opinion | John Fetterman is Running a Test that Democrats Need to Watch,0.970588207244873,Most likely human-generated
Opinion | The One Thing That Is Very Clear from the Search of Trump's Home,0.9589040875434875,Most likely human-generated
Opinion | The 'Planted Evidence' Lie,0.981249988079071,Most likely human-generated
Opinion | How to Message Against Far-Right Populism,0.9728260636329651,Most likely human-generated
Opinion | Why Is the FBI Choosing Biden's Opponent for Him?,0.9942196607589722,Most likely human-generated
Opinion | A Narrow Pardon for Trump?,0.988950252532959,Most likely human-generated
Opinion | Espionage Isn't the Strongest Case Against Trump. It's Simpler Than That.,0.9813664555549622,Most likely human-generated
Opinion | The Espionage Act Has Been Abused - But Not in Trump's Case,0.9640287756919861,Most likely human-generated
Opinion | A 2024 Cheney Run Would Only Help Trump,0.9885714054107666,Most likely human-generated
Opinion | The Real Fallout From the Mar-a-Lago Search,1.0304877758026123,Most likely human-generated
Opinion | Taxing Tech Companies for the Failure of the News Industry Is Just Unfair,1.0112359523773193,Most likely human-generated
"Opinion | When It Comes to Monkeypox, Destigmatize Care For LGBTQ People",0.9942528605461121,Most likely human-generated
Opinion | Biden's Student Loan Forgiveness is Wrong. Here's How to Handle College Debt Instead.,0.994413435459137,Most likely human-generated
Opinion | Why Trump's Documents Case Is Really Just Like a Drug Prosecution,0.9276315569877625,Most likely human-generated
Opinion | The Messianic Trump Cult,1.0,Most likely human-generated
Opinion | Could This Flag Help Bring Brittney Griner Home?,0.9875776171684265,Most likely human-generated
Opinion | The Trump Show Is Good for Trump - and Biden,0.9943820238113403,Most likely human-generated
Opinion | The Myths Propping Up a Trump 2024 Comeback,0.9943181872367859,Most likely human-generated
Opinion | Deflation - Not Inflation - Is the Real Concern,1.0174418687820435,Most likely human-generated
Opinion | Waging Psychological War Against Russia,0.9940119981765747,Most likely human-generated
Opinion | Trump's Lawyers Might Think They Just Won. They Still Botched the Case.,0.9764705896377563,Most likely human-generated
Opinion | What the Truth Social Flop Says About Trump,0.9891892075538635,Most likely human-generated
Opinion | The Ominous Debate Over ' Trump Judges',0.9885714054107666,Most likely human-generated
Opinion | I Don't Mourn the Queen,0.9411764740943909,Most likely human-generated
"Opinion | Ron DeSantis, Republican Stuntman",1.0499999523162842,Most likely human-generated
Opinion | Ken Starr: The Man Who Created the Lewinsky Scandal,1.0061349868774414,Most likely human-generated
Opinion | 'Are the Polls Wrong?' Is the Wrong Question,1.0176470279693604,Most likely human-generated
Opinion | Trump Made N.Y. Attorney General's Fraud Case Virtually Unbeatable,0.9881656765937805,Most likely human-generated
Opinion | Unprepared for the Big One,1.0126582384109497,Most likely human-generated
Opinion | The Other Scandal Revealed at Mar-a-Lago,0.9806451797485352,Most likely human-generated
Opinion | Is Stacey Abrams Really a Political Star?,1.0118342638015747,Most likely human-generated
"Opinion | The Sad, Familiar Demise of the Expanded Child Tax Credit",0.9593023061752319,Most likely human-generated
Opinion | The Age of Predatory Nuclear-Weapon States Has Arrived,1.0,Most likely human-generated
Opinion | Biden is Still a Political Albatross,0.9599999785423279,Most likely human-generated
Opinion | Rupert Murdoch and Donald Trump Are Ready for the Saudi Cash,0.976331353187561,Most likely human-generated
Opinion | Ron DeSantis Shows Some Good Manners,0.9949495196342468,Most likely human-generated
Opinion | A Dangerous Idea to Punish Putin,0.9545454382896423,Most likely human-generated
Opinion | Elon Musk Isn't About to Light $44 Billion on Fire,0.9884393215179443,Most likely human-generated
Opinion | Debates Are Dangerous. Time to Legislate Them.,1.0,Most likely human-generated
Opinion | Liberals Currently Control Twitter . That Needs to Change.,0.9532163739204407,Most likely human-generated
"Opinion | If Hunter Biden Gets Indicted, There's an Upside for Joe",1.01129949092865,Most likely human-generated
Opinion | The Best Way to Respond to Saudi Arabia 's Embrace of Putin,1.0517241954803467,Most likely human-generated
"Opinion | If Putin Uses Nukes in Ukraine , the U.S. Must Respond with Military Force",0.9141104221343994,Most likely human-generated
"Opinion | The Trump Subpoena Will Be the Headline, But the Real Washington News Was Elsewhere",0.9347826242446899,Most likely human-generated
Opinion | Time to Unleash Congress on Putin,1.006622552871704,Most likely human-generated
Opinion | A Million-Dollar Tuition Bill for the Top 1 Percent?,1.0,Most likely human-generated
Opinion | This Is What's Going to Happen If Candidate Trump Gets Indicted,0.9640718698501587,Most likely human-generated
Opinion | The Real Reason Trump and Hunter Biden Might Not Get Indicted,0.9935483932495117,Most likely human-generated
Opinion | What Critics of the Hottest Social Media App Don't Get,1.0309277772903442,Most likely human-generated
Opinion | Did Liz Truss Finally Kill the Tax Cut Zombie?,0.988304078578949,Most likely human-generated
Opinion | Why Kari Lake Is the Next Republican Star,0.9649122953414917,Most likely human-generated
Opinion | Dan Snyder Is the NFL 's Trump,1.0053476095199585,Most likely human-generated
Opinion | The Awesome Futility of Interviewing Donald Trump,0.9943181872367859,Most likely human-generated
Opinion | Why Los Angeles ' Black-Brown Alliance Bit the Dust,1.0057470798492432,Most likely human-generated
Opinion | Progressives' Humiliating Retreat on Ukraine,1.0,Most likely human-generated
Opinion | How Christian Nationalism Is Taking Root Across the World,1.0182926654815674,Most likely human-generated
Opinion | Stop Blaming the Press for Trump's Success,1.0053476095199585,Most likely human-generated
Opinion | America 's Darkest Forces Are Being Unleashed,1.0,Most likely human-generated
Opinion | The Framers of the 14th Amendment Weren't Color Blind,1.0297619104385376,Most likely human-generated
Opinion | States' Rights Is About to Come Roaring Back,0.9556962251663208,Most likely human-generated
Opinion | Florida Is a Blaring Warning Sign for Democrats,0.9505494236946106,Most likely human-generated
Opinion | The Supreme Court Has a Chance to Show Strategic Restraint,0.9863013625144958,Most likely human-generated
Opinion | How Political Violence Went Mainstream on the Right,1.0057142972946167,Most likely human-generated
"Opinion | If You're Breathing a Sigh of Relief About the Midterms, Just Wait",1.0446927547454834,Most likely human-generated
"Opinion | Run, Joe, Run! Why I Don't Worry About Biden's Age - and You Shouldn't Either",1.0591715574264526,Most likely human-generated
Opinion | Trump Is a Bust for Republicans,1.0,Most likely human-generated
Opinion | Trump and His Disinfo Brigade Fall Flat,1.0055248737335205,Most likely human-generated
"Opinion | Fetterman, Trump, and a New Model of Blue-Collar Masculinity",1.0,Most likely human-generated
Opinion | Republicans Don't Have to Write a 'Blank Check' for Ukraine,1.0059171915054321,Most likely human-generated
Opinion | Merrick Garland Doesn't Need a Special Counsel for Trump,1.0272108316421509,Most likely human-generated
Opinion | How Panic on the Left Could Spark a Constitutional Crisis,0.9529411792755127,Most likely human-generated
Opinion | Trump Can't Quit the Victim Act,0.9289940595626831,Most likely human-generated
Opinion | An Early Clue on Trump's Republican Support,0.9415204524993896,Most likely human-generated
Opinion | What Tucker Carlson and Trumpist Republicans Get Wrong About Ukraine,1.0,Most likely human-generated
Opinion | I've Seen Military Intervention in Haiti Up Close. We Can't Repeat the Same Mistakes.,1.0119760036468506,Most likely human-generated
Opinion | Guess Who's Coming to Dinner if Trump Wins Again,1.0304569005966187,Most likely human-generated
Opinion | The Confession of Sam Bankman-Fried,1.0399999618530273,Most likely human-generated
Opinion | Iowa and New Hampshire Are Getting the Boot. So What?,0.994413435459137,Most likely human-generated
Opinion | The Empty Threat from the New York Times Union,0.9878787994384766,Most likely human-generated
