File,inputText
minnpost_2022_155,"From local coverage to the presidential race, .Sustainability practices work to meet the needs of today without compromising the needs of tomorrow.Read that again.If the United States were to apply sustainability practices to U.S. politics, it would allow for alignment with the United Nations’ Sustainable Development Goals, and in doing so, steer the country’s political landscape toward its original aspirations of “liberty and justice for all.”The 17 Sustainable Development Goals (and relative sustainability principles have a foundation of data that can guide legislative priorities and navigate complex challenges such as climate change, inequities, partnerships and so on. Each of the 17 goals care for a world-wide necessity that can be found on local, state, national, and global levels (i.e. universal needs .The United Nations’ Sustainable Development Goals (SDG have been adopted by 193 countries across the globe and are an effective framework to utilize not only because of the mindful practices encompassed within sustainability principles, but for the forward-thinking use of balance and respect to guide measurable successes in environmental, social, and economic priorities.So why take the leap toward practicing sustainable politics? Here it is: We cannot be complacent knowing the economic and social outcomes of current U.S. systems (and resource allocations . Americans can be empowered to bridge this divided nation so that we can create healthy dynamics that allow individuality while growing together, and in turn moving forward as whole communities. No more keeping people down. No more putting people in a box. In sustainable practices, we restore voting power.Sustainability principles in today’s U.S. politics transform barriers or issues like suppression, exclusion, complexity and division into attributes like:Restorative actions in U.S. politics work to strengthen constitutional values by increasing inclusion and accessibility for every voter, aspiring voter, candidate and politicians alike. Political restorations on a national level include declaring Election Day a national holiday, retiring major political parties, reducing political finance corruption and retiring the Electoral College. These restorative actions can definitively reshape national voting and elections processes to emulate the intentions of this great country, and are crucial to fostering collaborative progress in priorities such as diversity equity inclusion initiatives, human rights, ecosystems, and systemic change for all things socially just.Sustainable political practices can steer this young nation in a direction that instinctually protects living beings and reinstates honor in the American Dream. To build momentum in sustainable U.S. politics, consider the following citizen engagement opportunities: explore sustainability terms and principles, review the published 2021 U.S. SDG Report (SDSN , reach out to legislators about the SDGs and show up on Election Day.Nicole Coler is a community manager from Duluth serving youth-based nonprofits."
minnpost_2022_51,"From local coverage to the presidential race, .As a lifelong northern Minnesotan, I have never experienced a holiday season without snow.It always arrives just in the nick of time to blanket the land in sparkling brilliant white that offsets the reds and greens of twinkling holiday lights. On Dec. 15 we saw a stark contrast.An unprecedented storm carrying lightning, thunder, rain and damaging winds whipped through the state. Southern Minnesota experienced tornado warnings — a first in recorded weather history for such a late calendar date. While this storm was a shock to many, those of us who recognize the reality of the climate emergency saw it as a warning for what is to come if we do not literally clean up our act.The earth is in crisis. While we have been steadily marching down a long road of progress toward decarbonization and a clean energy future, this march has proven too slow and has taken too many detours. Since the collapse of the 2009 Waxman-Markey Climate Bill, Congress has had a dismal track record for supporting broad climate legislation. In the absence of federal directives, many states have led the way by instituting clean energy standards and goals. In Minnesota, utilities have surpassed the 25 percent by 2025 standard that is currently on the books. While this progress is commendable, it is evident that the current standard, and the current pace of change, are not enough to avoid the most catastrophic consequences of climate change.Case in point: Xcel Energy’s Integrated Resource Plan, which is currently being considered before the Minnesota Public Utilities Commission. There’s no question that Xcel has taken some positive steps — most notably, by abandoning plans to build the gas-fired Sherco plant. The plan still does not go nearly far enough in decarbonizing our state and building a thriving, clean energy economy. Instead of going all-in on renewable energy, Xcel is taking half-measures and undermining its own progress. Its proposed addition of two gas-powered peaker plants would do untold harm to our climate action and Minnesota communities already overburdened by pollution.I worked in the utility energy policy sphere for more than a decade. As a person who believes fully in climate change, and the value of not only renewable energy but distributed and equitable clean energy, I viewed my role as an agent of change within a flawed system. I spent a decade advocating for progressive policies within the utility, to little avail. The unfortunate reality of a corporate institution is that it bends to the will of outdated regulations, status quo and wealth. The pace of change is often slow and the benefits to the institution need to be guaranteed before any movement is made.Right now, Minnesota’s investor-owned utilities have an opportunity to rise to this make-or-break moment by making bold investments in distributed and equitable clean energy. I know from experience that there are forward-thinking changemakers currently employed by Xcel Energy and Minnesota Power, poised to bring these utilities into the future. However, their critical voices will continue to be stifled without a fundamental shift in values and culture, and a willingness to be clear-eyed about what we’re facing and what it will require of us.Utility companies, and their regulators, urgently need to shift their mindset from fighting to protect their market share in traditional ways to facilitating a model where they are stewards of communities and ensure the benefits of clean energy are distributed equitably. Continuing to grasp at power and wealth by clinging to models of the past will ensure a certain demise — for both the companies and the planet.Jenna Warmuth is the Midwest regional director at Vote Solar, a national nonprofit advocating for a 100 percent clean energy future. She lives in Duluth."
suffolknewsherald_2022_244,"Published 6:22 pm Tuesday, October 11, 2022ByJen JaquaWhat is worth sitting in traffic for five and a half hours on a Saturday afternoon? If you ask my 8-year-old son, it’s the Suffolk Peanut Fest. That is exactly what we did this last Saturday, along with thousands of others from Suffolk and the surrounding areas.Theresa Earles, publicity coordinator for the event and the city’s tourism development manager, estimated that at least 100,000 people attended the four-day event, including about 40,000 just on Saturday.40,000 people, that is a lot of funnel cakes and fries. My son is learning about “Never giving up” in his Bible study group. So when I asked for the 50th time, “hey bud, how about we just turn around and go someplace else,” his response was “no way, we can’t give up.”We spent the time singing to the radio, watching the hot air balloons go up and the sky divers come down. We may have missed the famous peanut butter sculpting contest. We even missed the loud crashing of the demolition derby. But in the end we made it to the festival. My son got his festival food and ran through the straw maze. He was even given a few tickets to go running through the fun house.So, if you ask my son, he would say the five and half hours was well worth it to enjoy the Peanut Fest and I along with over 40,000 others would have to agree.Jen Jaqua is the Creative Director for The Suffolk News-Herald. You can contact her at jen.jaqua@suffolknewsherald.com.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
hawaiitribune_herald_2022_26,"Not transparentNot transparentAfter reading your coverage regarding the Police Commission’s public meetings for the finalists for police chief, I was perplexed by the fact that the matter regarding the hotel room provided to Maj. Sherry Bird, as well as Capt. Thomas Shopay (who’s not a candidate for chief wasn’t mentioned in the article on Tuesday, Dec. 13. Instead, it came out on your Wednesday, Dec. 14, issue. It appears that the commission waited until the West Hawaii public meeting to surface the matter.Also, like Mr. Prentiss Moreno in his letter published on Thursday, Dec. 15, I find in interesting that Chairman John Bertsch recused himself only after the finalists were announced. From the get-go, it was the aim of the commission to be transparent in its process of finding a new police chief for the Big Island.However, I think this has not been accomplished, given the fact that two candidates have a connection to the chairman of the commission.Given this, the commission may find itself having to make a choice from two finalists (Moszkowicz or Applegate or revisit the process used and return to square one.Don’t get me wrong, these four finalists are qualified. However, the next Big Island police chief will have the opportunity to develop a strategic plan for the department that brings about organizational transformation, which is a key element of the community policing philosophy.Having a vision and mission statement, along with core values, isn’t sufficient without a plan that moves the department in a positive direction. The commission needs to select the candidate most suited to undertake transforming our police department.James SanbornHiloA health hazardMahalo to Mayor Roth and county officials for sending a dumpster truck to assist in the cleanup at Ala Kupuna (Maunakea Access Road area on Friday, Dec. 9.Along with the Royal Order of Kamehameha and many volunteers, a lot of items were removed as Tutu Pele was moving in the direction of Saddle Road from Mauna Loa.During the cleanup, it became clear that the sanitation facility which was removed from the Pu‘uhuluhulu hunters’ check-in station needs to be restored. As the eruption has attracted thousands of visitors, and (despite the pause in the eruption many of those visitors continue to climb Pu‘uhuluhulu, especially at night, without proper sanitation facilities, they are forced to relieve themselves all over Pu‘uhuluhulu and elsewhere.While the kia‘i have graciously opened and maintained three relief stations along Ala Kupuna for use by visitors, there is no facility on the Pu‘uhuluhulu side.This is a health hazard that could be easily remedied by placing a relief station in the parking lot or other appropriate area.Kini BurkeHiloRecord-setting University of Hawaii quarterback and 2007 Heisman Trophy finalist Colt Brennan has died, his father Terry Brennan told the Honolulu Star-Advertiser.Hilo High School has installed a new artificial turf football field as part of an $11-million upgrade project, which will also include a cutting-edge rubberized track. Contractor Nan Inc. began construction on the project in Dec. 2023, following a design and planning process that started in 2017."
suffolknewsherald_2022_182,"Published 6:51 pm Friday, February 4, 2022ByLetters to the EditorTo the editor:I am writing you this letter to add on to the article titled “Mask requirement still stands for SPS” that was published on Jan. 23. I am one of many who fervently oppose the executive order Governor Youngkin has provided, and I wish to put my voice as well as those who agree with me out there in this letter. Suffolk Public Schools is completely in the right to disobey Youngkin’s orders, because COVID is still ongoing and more severe than how it started.COVID has not disappeared but instead has gotten worse since it began in 2020. The Omicron variant is still running rampant through the entirety of Hampton Roads. The New York Times’ COVID-19 graph shows we are in a current peak nearly double the size of 2021’s peak. I believe those who oppose the mask mandate and the governor himself do not understand how devastating the new variant is. Omicron affects us not because of its symptoms, but by ruining the natural pace of our daily lives. I have seen many of my family members and close family friends catch Omicron and be set back on their productive work by weeks. First, my mother had her paycheck cut in half, and I was unable to assist in paying bills for quarantine reasons. We barely would have made any bills this month if it was not for my father’s help. Second, Omicron even affected my own schoolwork, going far as to nearly cause me to fail in one of my classes. Lastly, my sister-in-law is currently suffering from “long covid,” and feels sluggish after being negative for two weeks.The current mask mandate in school is one of the most effective obstacles blocking the virus from spreading even more than it already has. Public schools in Suffolk often have thousands of students switch classes in crowded hallways four times a day. Schools are very vulnerable and hazardous settings because of this, so if Governor’s Youngkin’s order were accepted by Suffolk Public Schools, it would expose thousands of students to the virus, and therefore tens of thousands of people through their families. Not to mention, schools are already struggling with absent teachers and bus drivers. They would only further suffer without the current restrictions put in place.My family, friends, and I are all glad that Suffolk Public Schools are refusing to listen to Youngkin’s orders. If you decide to publish this, I hope my anecdotes convince the readers to continue to follow CDC guidelines. I can relate to how tired we all are of COVID, but it is not to be taken lightly. Please, continue to wear masks, get vaccinated, and keep our small corner of Virginia safe.Taha BilalSuffolkOn Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
minnpost_2022_102,"From local coverage to the presidential race, .There is no more important, nor more urgent, environmental issue facing humanity than the climate crisis. If we don’t address it with far more urgency than we have, nothing else will matter to our children’s children. Nothing.Proponents of new nuclear power generation claim that advanced nuclear power can be part of the solution to addressing climate. However, nuclear proponents may once again be promising more than they can deliver.Supposing there is a new nuclear technology that addresses the incredibly high costs of new nuclear generation, addresses the radioactive waste problem and that avoids risks from terrorism and potential meltdowns. Supposing there is a breakthrough, and that technology became available tomorrow morning, how quickly would they start generating power?Given the history of nuclear plant construction, it’s hard to believe any reactor could be permitted, constructed, and in operation in less than 15 years. In climate mitigation, that’s too late.Decades ago, proponents claimed nuclear power would deliver electricity “too cheap to meter.” That never happened. Nuclear power has becomemoreexpensive and next generation nuclear plants have been consistently cancelled. Over 40 planned reactors have been cancelled in the U.S. in the past 50 years, almost always because of cost, despite the federal government’s huge subsidy in underwriting insurance for catastrophic meltdowns in the Price-Anderson Act.In 2017, South Carolina Gas & Electric’s residential customers were paying 18 percent of their electric bills to finance two new reactors, when the project was cancelled – after$9billionhad already been spent, due to delays and rising costs. Minnesota electric ratepayers were among the first in the country to end up paying for a never-finished nuclear plant – a long-forgotten project in Wisconsin that cost $103 million before it was abandoned in 1974.New technologies might bring down the costs and speed up construction, but after decades of nuclear promises that didn’t pan out, the old adage, “I’ll believe it when I see it,” might be appropriate here. Nuclear power is gettingmoreexpensive, not less, over time.Addressing the climate crisis requires enormous, extremely challenging, changes in our economy. We need to build out renewable energy sources that work – like wind and solar (which have become less expensive over time – coupled with energy storage technologies. We need to electrify transportation, heating and cooling, and industrial sectors of the economy. Also, energy efficiency, including retrofitting residential housing and all buildings, and converting our agricultural system to store carbon in the soil instead of adding to greenhouse gas emissions. These are concrete steps we must make.During the transition, prematurely shutting down existing nuclear plants instead of coal and other fossil fuel generation – something Germany did several years ago – is not a good trade-off. Continued operation of existing nuclear reactors is better for climate than coal or gas power plants.Contrary to claims of nuclear moratorium opponents, the moratorium does not hinder discussion of new nuclear technologies. In Minnesota, the people who talk the most about nuclear power repeatedly claim that the moratorium prevents them “from even discussing it.” Their own words belie their claim.Xcel Energy, the one Minnesota utility with experience operating nuclear reactors has expressed interest in continuing operation of its Monticello reactor but has not proposed any new ones. Xcel has plenty of political clout at the Capitol but has not made a significant attempt to repeal the moratorium. They are phasing out coal and gas plants but recognize that new reactors couldn’t be constructed fast enough to speed up the phase-out of fossil fuels.This year, in response to an attempt to repeal the moratorium, I offered an amendment to require any new nuclear plants be financed the way other power plants are – by the utilities, who are compensated by ratepayers when they are completed and generating electricity. My rate-payer protection amendment was defeated. Nuclear proponents don’t want to admit it, but nuclear reactors are so expensive and so prone to massive cost-overruns, that utility investors are not willing to take the risk.When investors are willing to bear the risk of nuclear power, perhaps we can believe their statements about how new reactors are part of the climate solution. Until then, we would be wise to use existing reactors until we are able to eliminate all fossil fuel plants and complete the transition to renewable power. Minnesota’s nuclear moratorium doesn’t interfere with any of that.Viewing some long promised, but not yet viable, nuclear technology as a panacea, gives people an excuse to avoid taking real action to address climate. If 30 years from now they develop some new nuclear technology that makes sense, that’s great. But if we count on new reactors to help address climate – the earth is cooked by then.Sen. John Marty (DFL-Roseville is former chair of the Senate Energy and Environment Committee and an author of Minnesota’s nuclear moratorium."
philinquirer_2022_12,"Divestment from Philadelphia’s public school system negatively impacts the health of students, teachers, and staff.Philadelphia’s universities provide some of the best educational opportunities in the world, yet they coexist in a city with underresourced public schools. The School District of Philadelphia is in a dire public health and budget crisis while the University of Pennsylvania, Thomas Jefferson University, and Drexel University build on their existingenterprises.In order to remedy this inequity, incoming Superintendent Tony B. Watlington Sr. must make identifying sources of sustained funding his highest priority. City officialsshould compel universities, hospitals, and other nonprofits to make PILOTs, or payments in lieu of taxes.These problems are not new. Philadelphia bore the brunt ofGov. Tom Corbett’s school funding cuts in 2013, leaving students and staff to deal with increasingly hazardous school conditions. In May 2018, The Inquirer reviewed five years of internal maintenance logs and building records and found thatschool staff members had identified more than 9,000 environmental problems, including mold, asbestos, and classrooms with flaking and peeling lead paint.The consequences of these toxic conditions are already felt. Asthma prevalence in school-age children in Philadelphia isdouble the national average, teachers in Philadelphia have beendiagnosed with mesothelioma, andlead exposure threatens students’ cognitive development. The School District’s newFacilities Planning Processis a step toward addressing these problems, but it stillfalls short.In the face of increasing urban inequality as well as the massive land development and financial growth of universities, wealth redistribution is a much-needed first step to addressing our unsafe school conditions. Around 17% of Philadelphia’s total real estate value isowned by nonprofits and thus not taxed. Meanwhile,over 23% of Philadelphians live in povertyand suffer from the most brutal consequences of inequality, such as a crumbling public education system.While PILOTs are voluntary, the superintendent and others are empowered to make an appeal to these institutions to ask them to voluntarily contribute. The practice of nonprofits making PILOTs to their municipal governments is not a new one. During Mayor Ed Rendell’s administration in the 1990s,Philadelphia nonprofits paid PILOTs to the city annually. Boston’s major institutionsmake PILOTs contributions to the city in the millions of dollars.As the wealthiest private institution in Philadelphia, the University of Pennsylvania should be well-positioned to contribute to the School District. Amid the breakneck speed andmassive scaleof its property development, Penn hasgrown its endowment by over $5 billionover the course of the pandemic. M. Elizabeth Magill started her term as the university’s president in July, making this a critical moment to demand Penn pay its fair share.“Under new leadership, there is potential for change.”Jefferson University is also in the middle of turnover amid massive growth. Jefferson recently expanded its enterprise through a series ofpurchases, such as acquiring Einstein Healthcare NetworkandHealth Partners Plans Inc., and throughnew construction. Jefferson has persisted in its development of buildings despite COVID-related financial setbacks. It announced plans in September 2020 to build its$762 million Specialty Care Pavilion, which is currently under construction. In addition, Jefferson opened the$184 million Silvestri Towerlast September and plans to build a12-story research building, projected to cost between $300 million and $350 million. The university also finds itself at a crucial juncture as it searches for a new school president. Under new leadership, there is potential for change.Drexel University also benefits disproportionately from the city’s property tax exemptions. Huge real estate developmentssuch as the ongoing Schuylkill Yards Projectdrive up the cost of housing in West Philadelphia,further leading to the displacement of long-term residents. Meanwhile, Drexel reaps the rewards of not paying its fair share of property taxes. While Drexel “gives back” to the local community by engaging in select services, such as theDornsife Center for Neighborhood Partnerships, the university falls short of addressing the systemic conditions of inequity that push residents to need nonprofit services in the first place. It’s time for Drexel to cede the privilege it wields through its tax-exempt status and invest in the futures of our school communities.» READ MORE:A broken education system requires more than one-off investments from billion-dollar institutions | OpinionThe School District of Philadelphia needs long-term, sustainable funding to ensure that students and staff are supported, and to decrease the prevalence of health disparities caused by chronic underfunding. Schools in Philadelphia deserve justice through the removal of barriers to work and learning, not merely equity through community services typically given by wealthy nonprofits like Penn, Jefferson, and Drexel.Building relationships with the new university presidents and supporting progressive campaigns that call for wealth redistribution, like PILOTs, can provide the funding needed to enable the removal of harmful environmental toxins in schools, and serve as excellent first steps in working toward a vision of justice that prioritizes the safety of students, teachers, and staff.Akira Rodriguez is an assistant professor at the University of Pennsylvania. Liam Rose Martin is an alumnus of Thomas Jefferson University."
suffolknewsherald_2022_76,"Published 8:26 pm Friday, May 27, 2022ByStaff ReportsBy Dr. John B. Gordon IIIGuest columnistEditor’s note:This column was adapted from a letter to Suffolk Public Schools stakeholders Wednesday.Like many of you, we are shocked and deeply saddened by the news of the shooting at Robb Elementary School in Texas. We share in the heartbreak we are feeling for the families who have lost a loved one and extend our sympathy to the students, parents, staff and entire Uvalde Consolidated Independent School District community.We understand that a tragedy close to home can cause our community to feel fear or anxiety. As added precautions, our school resource officers (SROs will be more visible and vigilant throughout our buildings. Our safety monitors will continue to regulate the check-in/check-out process to ensure that all building entry points are secure.We have also been in contact with the Suffolk Police Department to increase police presence in the vicinity of our schools. We know that children and teens will process this news in different ways. Therefore, counselors are available at each school building to assist students who may need some extra support.Since children often look to parents and educators for understanding and guidance, we have provided a compilation of strategies and important points to consider when discussing a tragedy or crisis with children.Keeping our students and staff safe is our top priority. Our strong partnership with the Suffolk Police Department and Suffolk Fire & Rescue allows school administrators and community leaders to work together quickly and efficiently on threat assessments, investigations and other safety concerns.In addition, every Suffolk school has a crisis management plan approved by the Virginia Department of Education. All students, staff and administrators regularly participate in safety and lockdown drills to test their preparedness and understand their roles and responsibilities in the event of a crisis.School should and must be a place where students feel completely safe and secure. As we process such an act of senseless violence, I remind you to hug your loved ones tighter and hold on a little longer.We look to the days when school shootings stop, and schools can continue to focus on the joys of teaching and learning.Dr. John B. Gordon III is superintendent of Suffolk Public Schools.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
minnpost_2022_92,"From local coverage to the presidential race, .The following is an editorial from theMankato Free Press.Hennepin County District Judge Peter Cahill, who is presiding over the state prosecutions of the former Minneapolis police officers involved in the killing of George Floyd more than two years ago, this week put off the last of those trials to next January. His stated reason for doing so has nothing to do with public access to the trial, but his order does buy time for the court system to get this aspect right.Jury selection was to begin next week for Tou Thao and J. Alexander Kueng, who are charged with aiding and abetting second-degree murder and second-degree manslaughter in the Memorial Day 2020 death of Floyd, who expired with the knee of Derek Chauvin on his neck. Chauvin has already been convicted of murder. Another officer, Thomas Lane, pleaded guilty last month.Cahill’s ruling, released Monday, said Lane’s plea deal — and federal convictions of all four on charges of violating Floyd’s civil rights — created “a reasonable likelihood of an unfair trial” were it to begin next week. Hence the six-month delay.Cahill also refused to reconsider his ruling in April prohibiting live audiovisual coverage of the trial. The trial of Chauvin — and that of former Brooklyn Center officer Kim Potter, convicted of manslaughter in the shooting death of Daunte Wright — were livestreamed and frequently carried on metro television stations. But Cahill and fellow Hennepin District Court Judge Regina Chu held those trials during the pandemic, and ruled that livestreaming was the only way to provide the public access to the proceedings.Cahill ruled in April that the receding of the pandemic takes away his discretion to permit the coverage. We disagreed then. We believe that the wider the public access to these high-profile trials, the more confident the public will be in the outcome.The state court system is ponderously revisiting the issue of livestreamed trial coverage, and Cahill on Monday said that if the rules are changed by Jan. 4 he will revisit his April ruling. If that happens — and it should — livestreamed coverage of this important trial will be a feature, not a bug, of this delay."
suffolknewsherald_2022_116,"Published 5:32 pm Wednesday, April 13, 2022ByStaff ReportsThese are heady times for Suffolk’s economy and those responsible for its vitality.No longer just the talk of the region, the city is getting national attention for its industrial growth.As reported by our Jimmy LaRoue in last Wednesday’s edition, Commercial Search’s Industrial Pipeline Report, a respected trade publication among economic developers, declared the 3.8-million-square-foot Amazon robotics fulfillment center soon to open in Northgate Commerce Park as the third-largest industrial “completion” in the entire country so far in 2022.Deputy City Manager and veteran economic developer Kevin Hughes gave credit where it was due when asked about the recognition.“In order to support this substantial facility in Suffolk, a tremendous amount of visioning and planning has taken place over the years by City Council members, Economic Development Authority members and city staff,” he said. “I can’t say that we anticipated a 90-foot tall and 3,800,000-square-foot facility being built during our years of planning and preparation, but it is rewarding to know that the efforts by many allowed us to be able (to accommodate it.”The $230 million Amazon facility will employ about 1,000 people, will be the second-largest building in Virginia after the Pentagon, and the largest industrial building in the state. Right here in “Surprising Suffolk,” where economic success stories aren’t so surprising anymore.LaRoue reports that the city is also in the running for a 1.5-million-square-foot distribution center being sited by a Fortune 50 (yes 50, not 500 retailer. It would be located off Enterprise Drive along Route 58 in the Virginia Port Logistics Park.Known for now as “Project Coastal” in its confidential stage, the facility would “provide for new private capital investment in land, building and distribution equipment which will provide substantial employment,” City Council members were told at a recent meeting.The city would be asked to pony up $150,000 in matching funds for a new access road that would be required to accommodate the project.That strikes us as a small price to pay for continued economic progress in Suffolk.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
suffolknewsherald_2022_99,"Published 6:39 pm Tuesday, May 3, 2022ByLetters to the EditorTo the editor,The New Living Translation Bible has many verses where it is written that God is causing to happen or causing to stop happening the various climate conditions that are in this world that are talked about in the Bible. Freezing, lighting, storms, floods, cloud burst, thunderstorms, hailstorms, whirlwinds, rainbows, winds, earthquakes, windstorms, snow, thick clouds, summer, winter, typhoons and others.And it is my opinion that no human being or trillions of dollars will ever be able to change the climate. Only God can do that. You can make the air cleaner by not burning tires and make the rivers cleaner by not dumping sewage into them and other things that may improve air and water quality, but you can’t change the climate. This can only be done by God.Shelton S. Webb Jr.SuffolkOn Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
suffolknewsherald_2022_268,"Published 5:49 pm Tuesday, September 13, 2022ByLetters to the EditorTo the Editor:I have lived in Suffolk and Nansemond County all my life. I am writing to voice my concerns against the rezoning of 500 acres of farmland to heavy industrial for the Port 460 Logistics Center.Recently, Suffolk has been overwhelmed with logistic warehouse projects. The large multi-modal logistics park on U.S. 58 East has caused many traffic accidents and delays on a daily basis. I fear the proposed Port 460 project will escalate traffic congestion and accidents to an intolerable situation for Suffolk residents.Suffolk already has a large area of land zoned heavy industrial that will support the Port of Virginia. I question the need for this project in this location. VDOT has previously published data on the high congestion, crash, and fatality rates of U.S. 460 versus other similar roads in Virginia. How much worse will an additional 9,000 vehicle trips per day cause?If this permeable farmland is replaced with concrete and asphalt, I am concerned that it will result in highway and road flooding due to drainage problems.I am also concerned about how the Port 460 industrial site and run-off will affect the water of Lake Meade and the water supply and its quality. Many homes in this rural area have wells to supply water to their homes, including mine.Lastly, I am concerned with how this huge industrial warehouse and distribution center will affect the surrounding rural nature of residential property owners. I believe it will have a negative effect on surrounding home and property values.There are other uses that fit this site in a more positive ways than another warehouse project. Also, if you rezone this site heavy industrial and things go wrong for the Port 460 project, then many other industrial activities could wind up on the farm. This is just not a good idea.The citizens of Suffolk elected our city councilmen to represent our citizens best interests, not those of “out of state” developers, the Port of Virginia or their own best interests.I believe there is the appearance of potential conflict of interest by a councilmen who is with a regional commercial real estate firm in the region. Be assured, the citizens of Suffolk are aware of it and are watching.City Council has not faced this type of opposition for any other proposed zoning. I request that they deny this rezoning request.Nancy WhiteSuffolkOn Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
suffolknewsherald_2022_287,"Published 5:39 pm Friday, August 26, 2022ByLetters to the EditorTo the Editor:The debate about whether to approve the U.S. 460 warehouse complex raises a conundrum. Both sides have passions and facts that counter each other.We can talk about new tax revenue but wonder if that means the citizens will see their taxes decrease. We can talk about new jobs but note that there are not many Suffolkians in need of a job and ask whether the wages will be sufficient to allow them to rent or buy any of the new apartments and townhouses springing up all around the city. We can talk about improved roads but reject the cost and inconvenience of their construction, or the nature of the increased traffic on them. Some say the trucks are coming anyway, the other says they don’t need to stop here.One side says this development is growth the other says this is not sustainable progress. One side says this will help Suffolk, the other asks how the life of the citizen is actually improved by this. Point, counterpoint, how does the City Council decide? We elected them to represent us in questions such as this and this is, therefore, their job. Maybe.In May 1787 delegates met in Philadelphia and over the next few months crafted and then signed the Constitution of the United States. It is the foundational document of our country. It established our democracy. And it’s first three words are “We the people” written in very large letters.So here’s the conundrum: what do the representatives do when “we the people” give them clear guidance on our wishes in a particular matter? The issue arose at the recent public meeting where the issue of the complex was raised.On Aug. 17, “we the people” came to a public meeting in order to debate the question of developing an area of land within our city in a particular manner. A citizen petitioned City Council to change the law in order to sell the land – changing the law requires council approval. Hundreds of “we the people” showed an interest this matter by attending the meeting to debate it. And what is clear from the debate is that we told our representatives, “no” we do not want you to change the law in this matter. There can be no doubt that was the message sent to the council. The people’s stance was clearly shown when virtually all of “we the people” raised our hand when asked during the debate who opposed the measure. Indeed, as noted in theNews-Herald,the only attendees in favor of the petition was the gentleman making it and his team.So what should the City Council do? The power they wield is ours, we cede it to their office, not to them personally, in order to use it on our behalf. In this matter, “we the people” have told them we want to make this decision ourselves and are telling them what we consider to be on our behalf.Council members may think we are wrong, and maybe by some criteria we are. But that is their personal opinion. By other criteria we are right.Almost all the time we have to compromise with our fellow citizens to get there. And in those cases, City Council is tasked to be the umpire. But not this time in this matter. At a public meeting to debate the issue “we the people” spoke with one voice. We gave our representatives direct and unequivocal direction. So to me the real question council has to decide is not whether to approve a zoning change, but rather whether they are representatives of the people or their rulers.S. GallottaSuffolkEzequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…Today’s MLB schedule should have plenty of excitement on the field. Among those contests is the Los Angeles…Gunnar Henderson and the Baltimore Orioles (78-59 will visit Brenton Doyle and the Colorado Rockies (51-86 at Coors…In one of five compelling matchups on the WNBA slate today, the Seattle Storm and Connecticut Sun will…Wondering how you should bet on today’s WNBA games? Look no further. Below you’ll find computer predictions on…"
