File,inputText
philinquirer_2020_58,"Our state needs to step up, now, to get rent and mortgage relief to Pennsylvanians.After months of unemployment and underemployment,more people than ever are on the verge of losing the place they call home. The coronavirus pandemic has taken our friends, our mothers, fathers, aunts, uncles, sons, and daughters. The coronavirus has taken the lives of our communities’ bus drivers, nurses, sanitation workers, grocery cashiers, teachers, and many, many more. The pandemic has taken so much from our commonwealth. But it doesn’t have to take our homes.During the 2019-2020 legislative session, along with State Rep. Morgan Cephas (D., Phila. , weintroduced key legislationto improve the state’s rent and mortgage relief program. The $175 million program was created by the Pennsylvania Housing Finance Agency to help residents suffering from financial hardships due to the COVID-19 pandemic. Funds were there, but changes needed to be made to ensure the dollars got into the hands of people in need.» READ MORE:Eviction is the New Year’s gift that no one deserves but millions could get | EditorialOur legislation, HB 2837, would have done that by fixing administrative and programmatic issues. For example, it would have based maximum rental assistance on 130% of a community’s HUD Fair Market Rent, rather than a flat $750 cap; allowed the program to function independently of verification through the Department of Labor’s already overtaxed unemployment compensation system; and reserved funds to go to small “mom-and-pop” landlords who, like many small-business owners, were also impacted by this economic upheaval. We were focused on eliminating red tape and getting help to Pennsylvanians.Our legislation would have fixed this program and released funding to help thousands of struggling Pennsylvanians pay their rent or mortgage. Instead, they find themselves confronted with the threat of homelessness for the holidays. To call this a moral failure of government is an understatement.Instead of fixing this program and helping thousands of Pennsylvanians, our Republican colleagues redirected federal relief funds tobackfill the state corrections budget. Money that was intended for homeowners, renters, and small-business owners in your neighborhood never got to them.Our bill was just one important part of a largerSafe At Home housing packagewe introduced last session to prevent some of the devastation that’s now unfolding across our state. The bills we introduced along with our colleagues would ensure people have access to qualified legal representation as they fight to keep their homes (former HB 2841 , create a framework for payment plans to help renters address housing debt without losing everything (former HB 2838 , and stop unfair eviction records from following families so they can find future housing (former HB 2382 . The package also includes a vital state eviction and foreclosure moratorium bill, which one of us (Fiedler is reintroducing with State Reps. Sara Innamorato (D., Allegheny and Summer Lee (D., Allegheny .» READ MORE:One-size-fits-all approach to rent relief leaves tenants and landlords without assistanceThis should not be a partisan issue. Republicans are the majority party in both the state House and Senate. They decide which bills are brought to a vote. In fact, House Republicans joined Democrats in October to sign off unanimously on a bill to expand the state’s rent relief program — but then theirSenate colleagues refused to advance the legislation. They decided that heading into a dark winter during a pandemic, housing was not a priority. Yet, we all know that housing is a fundamental human need, and we know that during this pandemic, some of the richest people have gotten even richer, while many working people are now faced with unstable housing, insufficient food, and not enough money to pay their bills.Rather than focusing on housing, education, food access, and small-business relief bills, some of our colleagues spent months questioning science and trying to cast doubt on an election that took place almost two months ago. This theater of the absurd does not serve the people of Pennsylvania. Working people, poor people, and the middle class are struggling to afford necessities; many people find themselves applying for unemployment for the first time after decades of working hard. For some people, housing instability is a new struggle that’s come with the pandemic. For many of our neighbors, the near-constant search for housing is a traumatic and exhausting way of life that comes with the high price of renting or buying a home, along with staggering amounts of medical debt and college debt.Pennsylvania deserves leaders who will focus on getting them help now. Certainly, when the General Assembly returns to Harrisburg in January, getting relief to those who need it the most — frontline workers, essential workers, independent businesses, seniors, those who have lost employment, and renters and homeowners — should be priority No. 1.Our state needs to step up, now, to get rent and mortgage relief to Pennsylvanians, and to pass the rest of our Safe At Home housing bills. For anyone on the edge of homelessness, this is obvious. Housing is a public health issue and a moral issue, and it must come along with other forms of assistance and support to get us all through this pandemic and beyond.Austin Davis (D., Allegheny and Elizabeth Fiedler (D., Phila. are Pennsylvania state representatives."
suffolknewsherald_2020_113,"Published 6:05 pm Tuesday, December 8, 2020ByStaff ReportsContact tracing is one of the most important ways of fighting outbreaks of contagious diseases like COVID-19. But unfortunately, the outbreak of COVID-19 in Virginia has become so large that the state’s health department has said it can no longer handle contact tracing for each and every case.Virginia State Health Commissioner Dr. Norman Oliver announced on Monday that the Virginia Department of Health will be prioritizing certain types of cases for contact tracing — for example, those in congregate living facilities or part of a known outbreak — and will ask everyone else to notify their contacts themselves.It’s important to understand that contact tracing is not the government’s attempt to police where you’ve been, what you’ve done or who you’ve seen. They simply want to notify people you may have infected so those people can keep away from others and not infect them. We all would do well to see this virus, and the attempts to control it, more about science and solid public health policy and less about politics.Even though this is a new virus, we still know a great deal about how to prevent its spread — and it’s quite simple, on paper. People should stay home whenever possible and avoid gatherings outside one’s home, the state health department implores. When they must go out — say, to shop for groceries and other essentials — they should wear a mask, keep their distance from others and wash their hands on a regular basis.Of course, all that’s easier said than done. It’s hard to deprive ourselves of visits to family and friends, especially during this holiday season, but the best way to stop the spread is simply to stop seeing others in person.It is also recommended that people download COVIDWISE, the state’s exposure notification app, which can tell you if you’ve potentially been exposed to someone else who later tests positive for COVID-19. This is one quite simple way Virginians can improve the contact tracing process. Another one is to actually answer the phone and cooperate if a contact tracer calls you.You can still do your part to help stop the spread.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
suffolknewsherald_2020_47,"Published 10:20 pm Tuesday, July 14, 2020ByStaff ReportsWe may be in the middle of the COVID-19 pandemic, but since it’s summertime, there’s another danger lurking.You might be planning a family trip to the beach — where, we hope, you’ll get within six feet of nobody but your family — or you might have your own pool at home where you can cool off.However, the need for water safety doesn’t stop for pandemics, summertime fun or anything else. Here are some water safety tips from the American Red Cross:On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
minnpost_2020_193,"From local coverage to the presidential race, .After nearly two weeks of (wildly/mildly, I’ll pick wildly conflicting reports about President Trump’s COVID-19 condition and his apparent incredible recovery, I’ve had cause to recall the nearly 13 years I spent as a spokesperson for the University of Minnesota medical center.While the job was probably the most personally rewarding I’ve had, I have had numerous occasions in the years since I left to review much of what I experienced at the university. In particular, Affordable Care Act battles have brought back hard memories of families struggling to find insurance coverage or raise money to pay for expensive procedures, often the organ and bone marrow transplants that did not start to become covered by most insurance plans until the mid-1990s. I’ve also thought about the (not frequent, but not nonexistent instances when I witnessed less than completely honest communication between hospital/medical staff and journalists.And yes, spokespeople such as myself were among those who weren’t always completely forthright. Though in my case (and probably that of many others in similar positions, in all sorts of organizations, all over the world , I have to say that was mostly because people such as myself weren’t always, always given the straight story. Or weren’t permitted to tell the straight story. And the trouble was, being just a spokesperson and not a lawyer or doctor, I didn’t always know enough about what went on behind legal and medical doors to know all of the actual facts. I know I’m not the only one who has wondered if the president’s doctors and staff felt they were in a similarly constrained situation.When I heard the president’s doctors and his chief of staff and press secretary talk the way they did — with obfuscation, evasion and omission attempts that would be challenged by champion high school debaters — I thought about a small minority of the doctors I dealt with, doctors representing different disciplines who either didn’t want to make any comments at all for journalists or were expressing optimism that belonged in the realm of purely wishful thinking. I remember one telling me that if such “slight” positive thinking were not voiced on “rare” occasions, a whole lot of trouble might ensue with a whole lot of interested parties, including grantmakers, hospital administrators and lawyers, insurance companies, and patient families. Another doctor who was not at the university very long once said intense competition from other medical centers required the shiniest, most telegenic spin legally possible.To be fair (and honest , I knew of no patient cases where such media comment, omission, enhancement or bluntness affected the quality of care given the patient or the patient’s eventual medical outcome.As it was, I left the university when troubles hit a number of faculty members in the mid-1990s, troubles that could have jeopardized my ability to avoid legal trouble were I to remain. Much less obtain a job elsewhere. And I wanted to be able to tell the straight story.But neither I nor any of the patients, doctors and lawyers I dealt with was speaking for a president. None was talking about someone whose illness could seriously affect national security and other facets of governance. We were talking about human beings, much loved human beings who often were in very delicate states. But we weren’t talking about someone responsible for a whole nation of much loved human beings.Were I to counsel the president’s doctors and staff, knowing full well that they’d tell me to go to hell, I’d tell them that too much ill-thought spin can discombobulate as well as injure. If one is ever called to deliver legal testimony, lawyers can cost a great deal. And different jobs might be difficult to obtain after participating in such spin cycles.And that plain honesty, even in a reality television world, even in the White House, remains the best policy.Mary Stanik, a writer and public-relations professional, recently moved from St. Paul to Arizona.She is the author of the novel “Life Erupted.”"
philinquirer_2020_23,"Instead of backfilling the budget with federal CARES Act funds, Wolf and lawmakers should have considered business owners and families and students struggling with education costs and online learning.With all the pandemic-related economic disruptions of 2020, many Americans are relying on the federal government — particularly stimulus checks and Small Business Administration loans — to offer financial relief. Unfortunately, state governments have adopted the same approach, relying on federal borrowing — and massively increased deficit spending — to fund their expenditures.This year’s widespread business closures and unemployment have resulted in state tax revenue shortages, despite the CARES Act funding they received. While CARES Act funds were intended to deal with direct COVID-related costs, many states are simply looking for a “free” way to fund their own excessive spending. Some states are evenlobbying for more federal taxpayer aid.» READ MORE:Without advocates in City Hall, Philly’s small businesses are unfairly expected to white-knuckle it | OpinionEarlier this year, in Pennsylvania, lawmakers worked with Gov. Tom Wolf to pass a stopgap budget that made post-COVID state spending adjustments. Then, two weeks after the election, they completed the 2020 budget during the lame-duck session. But with a $3 billion shortage to makeup, lawmakers, unfortunately, made only a halfhearted effort toward financial solvency, opting instead to rely on questionable federal aid, overlook the state’s real needs, and pave the way for crushing tax hikes.Pennsylvanians may appreciate some components of the final budget deal. For instance, lawmakers tapped into excess reserves like the“shadow budget”to cover certain COVID-related gaps, and even made a few spending reductions for expenses that were smaller this year. But these minor attempts at fiscal responsibility fell short of covering the state’s arrears; billions still remain in these offline accounts. Meanwhile, the one-time sources of revenue that made up for the state’s budget shortfalls won’t be around next year — and taxpayers will be asked to make up the difference.Instead ofcautiously reducing spendingas policy experts recommended, lawmakers chose to cover overspending with more than $2.1 billion in federal funds for Medicaid and $1.33 billion in one-time federal CARES Act money. This COVID-designated money, though, was intended for besieged restaurants and other business owners who suffered far more than government bureaucracies. Who needs federal stimulus dollars more: the many state services that barely operated this year, or the restaurants that Philadelphia Mayor Jim Kenneyjust placed on restrictions again?» READ MORE:Say goodbye to your favorite restaurants. There s no relief coming. | OpinionInstead of backfilling the budget with federal CARES Act funds, Wolf and lawmakers should have considered business owners, but also families and studentsstruggling with education costsand virtual learning. After all, the pandemic has affected Pennsylvania’s countless communities in unimaginable ways. But lawmakers treated these dollars like a briefcase full of cash that nobody would miss — while passing a 7.5% increase in spending over last year. In 2021, taxpayers should prepare for the likelihood of proposed tax hikes.Clearly, Pennsylvania’s elected officials have misused federal funds — and the U.S. Treasury Department agrees. Indeed, its guidance for CARES Act spending limits possible uses to COVID-related expenses;they have already rejected one of Wolf’s earlier plansto use the money as a replacement for slot machine revenue. The act also prohibits use for Medicaid payments or employee salaries unrelated to COVID work. If the federal government rejects the budget, the state will find itself confronting a significant predicament.Sadly, Wolf and the legislature didn’t consider these eventualities when they completed the budget. Instead, during this bleak holiday season, they set up struggling families for a bigger tax bill next year.Nathan Benefield is vice president and chief operating officer of the Commonwealth Foundation. A version of this pieceoriginally appeared in RealClearPolitics."
hawaiitribune_herald_2020_2,"Tuesday, Sept. 03, 2024|Today s Paper|79.142°Rangers neededRangers neededI was at the Kilauea overlook at Hawaii Volcanoes National Park early Tuesday morning before a ranger came on duty. It was a very, very dangerous situation inasmuch as many families with kids ignored the ropes and went to view Tutu from the ledges.Many of us asked those folks to kindly step back for their own safety, but we were rudely rebuffed. It was dark, the terrain is uneven, and the ledge unstable. Once the ranger told people to move back, there was compliance.Thursday, I spoke with a volunteer staffing the park information line. I expressed my concern over this urgent safety issue. I wanted him to relay my request to the park superintendent that additional ranger support is needed during peak viewing times, post-sunset and pre-dawn.Now that hordes of onlookers are streaming in, especially during those hours when there is no ranger present, there is, unfortunately, an immediate need for the National Park Service to increase its staffing of the area and regulate stupid behavior.I understand the personnel shortage the park is experiencing. However, this is an extraordinary security and safety situation that needs immediate attention.I have sent an email to the NPS via its general website platform. My fingers are crossed that someone with authority sees it and that appropriate staffing levels are instituted immediately, before it’s too late.Nina EejimaCaptain CookEducation fundingJohn Burnett’s article, “Lawmakers discuss the future of child care, early childhood education” (Tribune-Herald, Dec. 16 was a very good and interesting article to read.I understand that Hawaii is in a very difficult situation right now due to the coronavirus pandemic, but I think that early childhood education is something that we shouldn’t be cutting funds on.Our state’s economy is at an all-time low due to the drop in tourism, but there are other things we can and should be cutting funds for instead of our children’s education.Education is the most important thing for a growing child, and it should be our state’s job to make sure that our kids are getting the proper education even during this pandemic so they stay ahead and on track for their futures.Kids are our futures, and everyone knows that, so cutting early childhood funds could greatly impact that. Kids nowadays are already losing some of their education due to strict online learning, and parents are getting frustrated because they don’t know how to help their kids.There are many ways we can help this situation. The state can cut funding for the Oahu rail project. The rail has drained so much of the states money — $9 billion and counting — and the rail isn’t even done yet.Also, there are efforts like the state senators looking to legalize gambling. Why? We shouldn’t be focusing on legalizing gambling, we should be focusing on our people — helping the people who can’t work because of this pandemic and getting them their unemployment funds so that they can focus on feeding their families.Hawaii must focus on our kids’ education and help them get back into school to learn. There are so many things we can cut funding for and our children’s education shouldn’t be one of them.Dylan Antonio-AguinaldoHiloThe Central Pacific Hurricane Center tropical storm warning remains in effect for Hawaii Island as of 1 p.m. today. The center is forecasting wet and windy weather conditions to persist throughout the day but will decrease in intensity later this afternoon and into the night.A new website launched recently helps Hawaii residents and visitors easily find recreational services available across the state.7 p.m. update:The Central Pacific Hurricane Center reports as of 5 p.m., Tropical Storm Hone is 125 miles southeast of Hilo with sustained winds of 65 mph moving west at 14 mph. Modest strengthening is expected over the next 24 to 36 hours, with Hone peaking just below hurricaneNestled between lush community gardens and the sandy coastline of the Old Airport Beach Park, the Makaeo Walk Path offers a scenic trail for community members to enjoy year-round."
suffolknewsherald_2020_144,"Published 9:23 pm Friday, May 1, 2020ByLetters to the EditorTo the editor:With the 50th anniversary of Earth Day just celebrated on April 22, we are already reducing our carbon footprint during the pandemic by curtailing travel. But we can do much more by cutting our consumption of animal meat and milk products. Yes, that.A recent article in the respected journal Nature argues that animal agriculture is a major driver of climate change, of air and water pollution, and of depletion of soil and freshwater resources. Oxford University’s prestigious Food Climate Research Network reports that solving the global warming catastrophe requires a massive shift to plant-based eating.In an environmentally sustainable world, we must replace meat and dairy products with vegetables, fruits and grains, just as we replace fossil fuels with wind, solar and other renewable energy sources.We can begin with a one-minute food test at www.nytimes.com/interactive/2019/04/30/climate/your-diet-quiz-global-warming.html. Then, let’s celebrate the 50th anniversary of Earth Day at our supermarket.Sonny NuesbaumSuffolkOn Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
suffolknewsherald_2020_10,"Published 5:03 pm Friday, August 21, 2020ByStaff ReportsBy Lizna OdhwaniDid you know you can see your work history online all the way back to your first job? Your earnings history is a record of your progress toward your Social Security benefits. We keep track of your earnings so we can pay you the benefits you’ve earned over your lifetime. This is why reviewing your Social Security earnings record is so important.If an employer didn’t properly report just one year of your earnings to us, your future benefit payments could be less than they should be. Over the course of a lifetime, that could cost you tens of thousands of dollars in retirement or other benefits to which you are entitled. It’s important to identify reporting problems as soon as possible. As time passes, you may no longer have easy access to past tax documents, and some employers may no longer exist or be able to provide past payroll information.While it’s your employer’s responsibility to provide accurate earnings information to us, you should still review and inform us of any errors or omissions so you get credit for the contributions you’ve made through payroll taxes. You’re the only person who can look at your lifetime earnings record and verify that it’s complete and correct.The easiest way to verify your earnings record is to visit www.ssa.gov/myaccount and set up or sign in to your personal my Social Security account. You should review each year of listed earnings carefully and confirm them using your own records, such as W-2s and tax returns. Keep in mind that earnings from this year and last year may not be listed yet.You can find detailed instructions on how to correct your Social Security earnings record at www.ssa.gov/pubs/EN-05-10081.pdf.There are many online sources for Social Security information, but you need to make sure you’re getting the right information. By using www.ssa.gov, you know that what you’re reading and watching is approved by our experts and specifically created for you. Here are three of our resources where you can find valuable information about your Social Security benefits.With your personal my Social Security account, you can:If you already receive benefits, you can also:You may also be able to quickly request a replacement card online with a my Social Security account, if you meet certain qualifications listed at www.ssa.gov/myaccount.Frequently Asked Questions — Do you have to pay taxes on Social Security benefits? How do you apply for Social Security retirement benefits? What is your full retirement age? Discover the answers to your Social Security related questions at our Frequently Asked Questions page at www.ssa.gov/faq.With so many services available online, we are here for you when your schedule allows. Be sure to tell friends and family about all the business they can do with us from the comfort of their home at www.ssa.gov.By Lizna Odhwani is a Social Security public affairs specialist. Contact her at Lizna.Odhwani@ssa.gov.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
minnpost_2020_202,"From local coverage to the presidential race, .I’m addressing this to members of the Minnesota Legislature.Another special legislative session is on the horizon, and with it comes renewed talk of passing a large-scale capital investment package, commonly referred to as the “bonding bill.” Many of you keep repeating that bonding is a top priority, but here we are, about to start the fifth special legislative session of the year, with no bonding bill in sight.I have grown weary of getting my hopes up, so let me ask you point-blank: What will it take to pass a bonding bill this special sessionIf you truly want to pass a bonding bill, you have the power to make it happen. You have already had several opportunities this year, but I’m willing to set those past failures aside. When Gov. Tim Walzcalls you back into sessionon Monday — in what will likely be your last chance to pass legislation before Election Day — I urge you to finally pass a bonding bill.As our communities continue to grapple with the impacts of the COVID-19 pandemic, the bonding bill is the foundation for economic recovery and prosperity going forward. By investing in critical infrastructure, the bonding bill will put thousands of Minnesotans to work and allow numerous important construction projects to proceed.Some of you are reluctant to vote for a bonding bill because it will add to the state deficit. While it is true that taking on additional debt will cost money, the real question is whether the state can afford not to do a bonding bill this year:Everything comes with a cost, and the hard truth is that the state’s budget concerns are not going to disappear overnight. As state leaders, you cannot simply ignore ongoing infrastructure and employment needs and expect the state deficit to magically go away. These are exactly the sorts of investments that are needed to inject life back into our economy so that we can chip away at the deficit and get back on the path to prosperity.There is a sense of urgency in passing the bonding bill now. First and foremost, the projects in need of these funds are not going to go away — and they will only become more expensive as time goes on.Further, there are political considerations with the possibility of changing legislative majorities and priorities. The political climate does not appear to be getting any more collaborative; this may be the best chance the Democrats and Republicans will have to put together a bill that satisfies both sides.Let’s face it — 2020 has been rough, and more tough decisions await in the year ahead. As you gear up for the October special session, you have an opportunity to help set Minnesota back on course. It’s time to pass a bonding bill.Greg Zylka is the mayor of Little Falls and president of the Coalition of Greater Minnesota Cities."
suffolknewsherald_2020_152,"Published 9:45 pm Tuesday, April 28, 2020ByStaff ReportsBy QuaWanna BannarbieWe have been forced to settle down into a situation that is uncomfortably unfamiliar. After weeks of this “new normal,” we are managing it. I dare say that our discomfort is beneficial.Did you know that uncomfortable and novel experiences actually trigger a unique part of the brain that fuels dopamine? According to an article in WebMD, dopamine is a type of neurotransmitter. Your body makes it, and your nervous system uses it to send messages between nerve cells. That’s why it’s sometimes called a chemical messenger.Dopamine plays a role in how we feel pleasure. It’s a big part of our unique human ability to think and plan. It helps us strive, focus and find things interesting.Whether you love it or not, this unfamiliarity you are experiencing is creating a new you.As I noticed the new activity around me in my neighborhood, on the news reports and in my social media feed, I realized that change is shaping us. There are five ways that I have noticed a leveling up in our development. The acronym S.H.A.P.E. will serve as your reminder.Spiritual: This pandemic has literally brought the world to its knees. We may be uncomfortable, but we are growing spiritually in the midst of this. We are crying out to God of all creation for an answer and for healing. We are repenting for our wrongs. We are witnessing the lost being found. We are seeing when we were once blind. Yes, we are shaping up spiritually. And I’m glad about it.Horticulture: You have to acknowledge the grace of God that this pandemic hit at the time of gardening season. We could have been sitting inside while it was snowing outside. We would be miserable. But no, we are outside pulling weeds and planting new things. My husband just told me that he plans to extend our garden bed to make room for more. Yes, we need to make room for more, because new fruit is coming in the natural, the spiritual and the practical. If you are not cultivating the fallow ground right now, you’re missing a real move.Assimilation: This virus is training us in how to adapt. The more we are exposed to, the more adjustments we continue to make. We are adding new information to our knowledge base. Just think of how much we are learning now about business, health care, wellness, government, tax law, geriatric needs, our economy, food supply, communication, the value of life…the list goes on.Posterity: Our children will never forget this year. Many people have voiced their concerns about the potential negative impacts the coronavirus outbreak will have on the future generations in terms of the lapse in school days and missed milestones. Yet, I believe the longer lasting impact on our children will be how they become change agents and decision-makers simply because they observe the decisions we are making today.Experience: It appears that we are missing out on so much. But if you stop and think about it, what we are missing was old stuff. We are creating new experiences. Experience is a good teacher.As I consider the shaping we are undergoing, I keep picturing building blocks. Building blocks are essential elements that form something larger, something of immense importance. I’m reminded of Romans 5:3-5 that says, “We also glory in our sufferings, because we know that suffering produces perseverance; perseverance, character; and character, hope. And hope does not put us to shame, because God’s love has been poured out into our hearts through the Holy Spirit, who has been given to us.” I call this the “building blocks of unshakeable faith.”I believe this is the season for building unshakeable faith, and through these elements of S.H.A.P.E., we shall receive it. Like dopamine, faith is a big part of our unique human ability to manage life. Rather than wanting to return to the norm, we should embrace this place of new shaping.QuaWanna Bannarbie is an adjunct professor of nonprofit leadership and management with Indiana Wesleyan University, National and Global. Her children attend Suffolk Public Schools. Connect with her via QNikki_Notes or iamquawanna@thebiggerme.net.On Saturday, September 7, 2024 at Kornblau Field at S.B. Ballard Stadium, the Old Dominion Monarchs will host…The MLB schedule today is not one to miss. The outings include the Los Angeles Dodgers squaring off…Corbin Burnes will toe the rubber for the Baltimore Orioles (79-59 on Monday, September 2 against the Chicago…Gunnar Henderson and the Baltimore Orioles will attempt to defeat Luis Robert and the Chicago White Sox when…Ezequiel Tovar and the Colorado Rockies take the field on Sunday at Coors Field against Cole Irvin, who…"
minnpost_2020_214,"From local coverage to the presidential race, .Trump’s attempt to censor histories of race hearkens back to early 20th century attempts by the federal government to stifle public criticism of racist laws and practices.Between 1917 and 1945, federal agencies, most prominently the FBI and Office of War Information, investigated Black newspapers and magazines like the Chicago Defender and The Messenger for sedition. The charge was that editorials they ran in opposition to lynching, poll taxes, and other aspects of Jim Crow reality were unpatriotic, especially in a time of war.The FBI viewed white local officials in the South as “experts” on “their Negroes.” And so, the FBI relied on local sheriffs, postmasters, and others to report on suspicious activity, including reading habits. Several local governments took advantage of the federal government’s assault on the First Amendment during World War I to try to stem the tide of the Great Black Migration. Southern cities were losing Black workers, many of whom read about jobs in the Defender and other northern papers. Some counties passed laws outlawing the sale of Black newspapers; others turned a blind eye to mob violence against Black newspaper sellers and readers.Under the guise of patriotism, Black people were beaten, even shot for daring to read or distribute the news. Through this mix of brutality and warping of the First Amendment, white officials hoped to stop the in-flow of information, the out-flow of cheap labor, and stifle any hint of dissent against racial apartheid.But Jim Crow officials and local thugs didn’t take into account the stealth activism of Pullman porters. Most whites who traveled the rails viewed the Pullman porters as happy and subservient, with no purpose in life other than to serve white travelers. In reality, many porters were college educated; they were forced to take jobs in the service industry only because Jim Crow laws and hiring practices made it impossible for them to get hired in professions reflective of their education and ability.Like many of his other outrageous acts this year, Trump’s call to create a “patriotic” history curriculum that erases critical analysis of the ways racism and slavery shaped this country’s laws, wealth, and cultural practices chillingly echoes early 20th-century racist practices. The OMB directive and Trump’s proclamation that anti-racist curriculum is unpatriotic mirror the charge that anti-Jim Crow editorials were sedition.Past attempts to stifle the Black press and present efforts to block anti-racist curricula is not “cancel culture:” This is the executive branch of the U.S. government using its weight to suppress freedom of speech and freedom of conscience.We must amplify and highlight the work of historians who are willing to unearth and analyze the ugly parts of our past, lest we be doomed to repeat the horrific excesses of violence and oppression. We must never forget how easy it is for one group to control all the levers of government, and use that power to crush dissent, to stymie progress, and to warp core elements of the Constitution until they are unrecognizable. And we must protest as long and loud as we can when we see it happening in our own time.Catherine Squires, Ph.D., is associate dean of theHumphrey School of Public Affairsat the University of Minnesota. She is the author of several books and articles on media, race, gender, and politics."
